word_id,word,human_translation,machine_translation,pinyin,description,client,lists,category,category_id,theme
1978,反人类,,Crimes against humanity,fǎn rén lèi,"This is a term used to describe the acts of the CPC in an article from soundofhope.org -- a Falun Gong associated website. For more information, please see: http://soundofhope.org/node/303597 (Chinese). ",Sina Show,Sina Show Built-in;Sina Show Built-in UCClient.dll,Criticism,128,Political
1979,反日,Anti-Japan,Anti-Japan,fǎn rì,Related to the Diaoyutai Islands issue. ,Sina Show,Sina Show,Diaoyu / Senkaku islands protests,24,Event
1988,分裂,,Split,fēn liè,"Unclear of exact context, but likely a reference to the internal struggles in the CPC. ",Sina Show,Sina Show Built-in;Sina Show Built-in UCClient.dll,General,48,Political
1991,封杀,,Ban,fēng shā,Specific context unclear. ,Sina Show,Sina Show Built-in;Sina Show Built-in UCClient.dll,Censorship / Surveillance in China,83,Political
2003,傅怡彬,Fu Yibin (Person's name),Fu Yibin,fù yí bīn,"Fu Yibin was a man who killed his father and his wife in November 2001. On December 17, 2001, Xinhua News Agency (controlled by the CPC) alleged that Fu Yibin was a Falun Gong practitioner who became insane from his religious practices. Falun Gong groups vehemently rejected Fu Yibin's involvement in the religious practice and stated that he was suffering from a long history of psychiatric illnesses.

For more information, please see: http://en.minghui.org/emh/articles/2002/1/17/17862.html#.UIqzTmlUODo; http://en.minghui.org/emh/articles/2002/2/2/18336.html#.UIq0zmlUODo. ",Sina Show,Sina Show,Falun Gong,47,Political
2011,告全体网民书,Notice/Report to all netizens,Report all Internet users book,gào quán tǐ wǎng mín shū,Unclear of context. ,Sina Show,Sina Show,Censorship / Surveillance in China,83,Political
2018,工自联,Capital/Beijing Autonomous Workers Federation ,Independent Workers' Alliance,gōng zì lián,"This was the primary Chinese worker's organization that called for political reform during the 1989 Tiananmen Square protests. For more information, please see: http://en.wikipedia.org/wiki/Beijing_Workers%27_Autonomous_Federation. ",Sina Show,Sina Show Built-in;Sina Show Built-in UCClient.dll,Tiananmen Square (June 4 1989),34,Event
2030,共党,Communist Party of China (Short form),Communists,gòng dǎng,"For more information on the CPC, please see: http://en.wikipedia.org/wiki/Communist_Party_of_China.",Sina Show,Sina Show;Sina Show Built-in;Sina Show Built-in UCClient.dll,General,48,Political
2037,管理员,Administrator,Administrator,guǎn lǐ yuán,Unclear of context. ,Sina Show,Sina Show,Generic technology terms,125,Technology
2044,汉人,Han (Chinese majority ethnicity) people,Han,hàn rén,,9158,9158,China,132,Political
2060,賀國強,He Guoqiang (Person's name),He Guoqiang,hè guó qiáng,"This name is written in traditional Chinese

He Guoqiang is a high ranking official in the Communist Party of China. He is currently a member of the all powerful Politburo Standing Committee of the CPC, and the Secretary of the Central Commission for Discipline Inspection. The Commission was charged to investigate Bo Xilai's case. Recently, He Guoqiang was allegedly involved in a mysterious car accident that sparked rumours of assassination attempts related to Bo Xilai's case and internal fighting in the CPC.

For more information, please see: http://www.wantchinatimes.com/news-subclass-cnt.aspx?id=20120909000077&cid=1101;http://en.wikipedia.org/wiki/He_Guoqiang.",Sina Show,Sina Show,CPC member / Gov official,119,People
2065,胡海青,Person's name,HU Hai-qing,hú hǎi qīng,"Hu Haiqing is the daughter of Chinese president Hu Jintao. She is married to Daniel Mao, the former CEO of Sina.com. For more information, please see: http://www.wantchinatimes.com/news-subclass-cnt.aspx?id=20120505000075&cid=1601.",Sina Show,Sina Show,Relatives / associates of government officals,105,People
2066,胡海清,Person's name,Hu Haiqing,hú hǎi qīng,"Hu Haiqing is the daughter of Chinese president Hu Jintao. She is married to Daniel Mao, the former CEO of Sina.com. For more information, please see: http://www.wantchinatimes.com/news-subclass-cnt.aspx?id=20120505000075&cid=1601. ",YY,YY High,Relatives / associates of government officals,105,People
2067,胡星斗,Person's name,Mr Hu,hú xīng dòu,"Hu Xingdou is a Chinese economist and professor at the Beijing Institute of Technology. He is also the founder of China Studies or ""Sinology."" For more information, please see: http://en.wikipedia.org/wiki/Hu_Xingdou. His personal website is: http://www.chinavalue.net/huxingdou/Home.aspx (Chinese). ",Sina Show,Sina Show,context unclear,123,People
2068,胡耀邦,Person's name,Hu Yaobang,hú yào bāng,"Hu Yaobang was a leader of the PRC and the CPC's Chairman from 1981 to 1982 and rose to prominence with Deng Xiaoping. Hu Yaobang pursued a series of economic and political reforms and was blamed by his political opponents for allowing widespread student protests in the 1980s. For more information, please see: http://en.wikipedia.org/wiki/Hu_Yaobang. ",YY,YY High,CPC member / Gov official,119,People
2072,华岳,,Huayue,huá yuè,"This appears to be a Chinese-language website and forum that promotes and glorifies Mao Zedong. For more information, please see: http://washeng.net/HuaShan/B52.html. ",Sina Show,Sina Show,Chinese pro gov,88,Political
2075,回民,Hui people,Hui,huí mín,"""Hui min"" is a reference to a muslim ethnic group in China. For more information, please see: http://en.wikipedia.org/wiki/Hui_people.",Sina Show,Sina Show,Hui,141,Political
2076,慧网,Enlightenment web (loose translation) ,Hui network,huì wǎng,This is likely a reference to a Falun Gong website: minghui.org.,Sina Show,Sina Show,Falun Gong,47,Political
2081,集会,,Assembly,jí huì,"This is likely related to the freedom of assembly [集會自由] (ji hui zi you). Perhaps this is an attempt to block online gatherings or online postings for Chinese citizens to gather or assemble. A prominent example was the call for a ""Jasmine revolution"" in China's major cities. The call first appeared in mid-February on websites such as Boxun.com, later on Twitter and overseas websites. The web post asked protesters to gather in major cities and protest against the Chinese government. Chinese authorities reacted by heavily guarding targeted streets and cracking down against activists and dissidents. For more information, please see: http://en.wikipedia.org/wiki/2011_Chinese_pro-democracy_protests; http://www.unhcr.org/refworld/country,,IFHR,,CHN,,4c160f27c,0.html. ",Sina Show,Sina Show,Protest,64,Political
2091,监听器,Surveillance equipment,Monitor,jiān tīng qì,,Sina Show,Sina Show,Illicit goods and services / Trafficking of illicit goods and services,66,Social
2096,江泽民,Jiang Zemin,Jiang,jiāng zé mín," Jiang Zemin is the former president of China. For more information, please see: http://en.wikipedia.org/wiki/Jiang_Zemin.",Multiple,9158;9158 Nicknames;GuaGua;Sina Show;Sina Show Built-in;Sina Show Built-in UCClient.dll;YY High,CPC member / Gov official,119,People
2097,疆独,Xinjiang Independence,East Turkistan separatists,jiāng dú,"For more information on the issue of Xinjiang independence, and the conflicts between Uyghurs and the Chinese communist government, please see: http://en.wikipedia.org/wiki/East_Turkestan_independence_movement; http://en.wikipedia.org/wiki/July_2009_%C3%9Cr%C3%BCmqi_riots; http://en.wikipedia.org/wiki/Rebiya_Kadeer.",Sina Show,Sina Show;Sina Show Built-in;Sina Show Built-in UCClient.dll,Uyghur,62,Political
2099,讲法,Discuss Falun Gong,Argument,jiǎng fǎ,"This is related to the leader of the Falun Gong, Li Hongzhi, making a speech/proselytizing about Falun Gong.  ",Sina Show,Sina Show Built-in;Sina Show Built-in UCClient.dll,Falun Gong,47,Political
2105,戒严,,Martial law,jiè yán,"Martial law is when military rule is imposed in regions/countries under times of emergencies. In China, martial law was imposed in May 1989 leading up to the Tiananmen crackdown on June 4, 1989 (http://en.wikipedia.org/wiki/Tiananmen_Square_protests_of_1989). More recently, martial law was declared in parts Xinjiang in 2009 (http://www.theepochtimes.com/n2/china-news/china-xinjiang-martial-law-19353.html), in Inner Mongolia in 2011 (http://www.cnn.com/2011/WORLD/asiapcf/05/28/china.martial.law/index.html)., and in Tibet (http://www.thestar.com/news/world/article/1088095--tibetan-regions-of-china-under-virtual-martial-law-monk-says). ",Sina Show,Sina Show,Tiananmen Square (June 4 1989),34,Event
2113,警察,Police,Police,jǐng chá,"For information on law enforcement in China, please see: http://en.wikipedia.org/wiki/Law_enforcement_in_the_People's_Republic_of_China. ",Sina Show,Sina Show,Military/Police,106,Political
2133,抗议,Protest,Protest,kàng yì,This term is general but was also added with set of other keywords that appear related to Daiyo / Senkaku Island dispute in that category as well. ,Sina Show,Sina Show;Sina Show Built-in;Sina Show Built-in UCClient.dll,Protest,64,Political
2148,李長春,Person's name,Li Changchun,lǐ zhǎng chūn,"Li Changchun is a high ranking member of the Communist Party of China. He is currently the propaganda chief and a member of the all powerful Politburo Standing Committee of the CPC (China's de facto top power organ). In 2010, according to a leak on WikiLeaks, Li Changchun and Zhou Yongkang oversaw China's cyber attack against Google. For more information, please see: http://en.wikipedia.org/wiki/Li_Changchun. ",Sina Show,Sina Show,CPC member / Gov official,119,People
2156,李洪志,Li Hongzhi (Person's name),Li Hongzhi,lǐ hóng zhì,"Li Hongzhi was the founder and spiritual master of Falun Gong. For more information, please see: http://en.wikipedia.org/wiki/Li_Hongzhi.",Multiple,9158 Nicknames;GuaGua;Sina Show;Sina Show Built-in;Sina Show Built-in UCClient.dll,Falun Gong,47,Political
2159,李克强,Person's name,Li Keqiang,lǐ kè qiáng,"Li Keqiang, the first ranked vice-premier and deputy party secretary of China's State Council is very likely to succeed Wen Jiabao as the next premier of China. http://www.businessspectator.com.au/bs.nsf/Article/China-election-leaders-USA-political-reform-china--pd20121003-YQ6TF?OpenDocument&src=sph%20&src=rot.",Sina Show,Sina Show,CPC member / Gov official,119,People
2160,李岚清,Person's name,Li,lǐ lán qīng,"Li Lanqing is a prominent Chinese politician and a former Vice Premier of the PRC under Premier Zhu Rongji and President Jiang Zemin. For more information, please see: http://en.wikipedia.org/wiki/Li_Lanqing. ",Multiple,GuaGua;Sina Show Built-in;Sina Show Built-in UCClient.dll,CPC member / Gov official,119,People
2162,李瑞环,Person's name,Li,lǐ ruì huán,"Li Ruihuan is a politician of the PRC. He is a member of the Standing Committee of the Politburo of the 15th Central Committee of the CPC. For more information, please see: http://en.wikipedia.org/wiki/Li_Ruihuan. ",Sina Show,Sina Show Built-in;Sina Show Built-in UCClient.dll,CPC member / Gov official,119,People
2171,李小鹏,Person's name,Li Xiaopeng,lǐ xiǎo péng,"Li Xiaopeng is a Chinese businessman and politician. He is the son of former Chinese Premier Li Peng and thus a princeling. For more information, please see: http://en.wikipedia.org/wiki/Li_Xiaopeng_%28politician%29. ",Sina Show,Sina Show Built-in;Sina Show Built-in UCClient.dll,Relatives / associates of government officals,105,People
2175,李长春,Person's name,Li Changchun,lǐ zhǎng chūn,"Li Changchun is a high ranking member of the Communist Party of China. He is currently the propaganda chief and a member of the all powerful Politburo Standing Committee of the CPC (China's de facto top power organ). In 2010, according to a leak on WikiLeaks, Li Changchun and Zhou Yongkang oversaw China's cyber attack against Google.

For more information, please see: http://en.wikipedia.org/wiki/Li_Changchun.",Multiple,GuaGua;Sina Show;Sina Show Built-in;Sina Show Built-in UCClient.dll,CPC member / Gov official,119,People
2186,梁光烈,Person's name,Liang Guanglie,liáng guāng liè,"Liang Guanglie is the PRC's current Minister of National Defence and also a general in the People's Liberation Army. For more information, please see: http://en.wikipedia.org/wiki/Liang_Guanglie. ",Multiple,Sina Show Built-in;Sina Show Built-in UCClient.dll;YY High,CPC member / Gov official,119,People
2187,两会,,Two sessions,liǎng huì,"This is related to the Jasmine Revolution, an online call for pro-democracy protests in major Chinese cities. For more information, please see: http://jasmineplaces.blogspot.ca/2011/05/blog-post_4422.html (Chinese); http://staysweethome.blogspot.ca/2011_02_01_archive.html (Chinese); http://en.wikipedia.org/wiki/2011_Chinese_pro-democracy_protests.",Sina Show,Sina Show Built-in;Sina Show Built-in UCClient.dll,Jasmine Revolution,58,Event
2200,论坛,Forum (for discussion),Forum,lùn tán,,Sina Show,Sina Show,Context unclear,110,Misc
2205,卖国,,Traitorous,mài guó,This is a general term and appears to have no specific context. ,Sina Show,Sina Show;Sina Show Built-in;Sina Show Built-in UCClient.dll,Generic,135,Political
2211,民进党,Democratic Progressive Party,DPP,mín jìn dǎng,"The DPP is a Taiwanese political party that is ""pan green"" and in favour of independence from China. Former Taiwanese President Chen Shui-bian was a member of this party. For more information, please see: http://en.wikipedia.org/wiki/Democratic_Progressive_Party. ",Sina Show,Sina Show Built-in;Sina Show Built-in UCClient.dll,Taiwan,81,Political
2214,民运,Chinese democracy movement,MDC,mín yùn,"""Min yun"" is the short form for ""Zhongguo min zhu yun dong"" [中国民主运动]. For more information on the Chinese democracy movement in China and overseas, please see: http://en.wikipedia.org/wiki/Chinese_democracy_movement. ",Sina Show,Sina Show;Sina Show Built-in;Sina Show Built-in UCClient.dll,Democracy (Chinese Democracy Movement),72,Political
